MODEL_01     -15610.2100
MODEL_02     -15583.0060
MODEL_03     -15567.2060
MODEL_04     -15557.2420
MODEL_05     -15556.4440
MODEL_06     -15337.1250
MODEL_07     -15242.7160
MODEL_08     -15237.7170
MODEL_09     -15225.4100
MODEL_10     -15211.0440
