MODEL_01     -25885.7300
MODEL_02     -25861.0100
MODEL_03     -25792.8420
MODEL_04     -25788.1650
MODEL_05     -25755.7960
MODEL_06     -25652.4270
MODEL_07     -25630.0050
MODEL_08     -25584.0710
MODEL_09     -25582.5550
MODEL_10     -25556.9950
