MODEL_01     -24687.5760
MODEL_02     -24640.1000
MODEL_03     -24640.0960
MODEL_04     -24633.1840
MODEL_05     -24603.6570
MODEL_06     -24591.9030
MODEL_07     -24542.6690
MODEL_08     -24538.9730
MODEL_09     -24531.3730
MODEL_10     -24527.6590
